Target,Metrica,Valore
Sex_F,F1-score,0.0
Sex_F,F1-score,0.046511627906976744
Sex_F,F1-score,0.0909090909090909
Sex_F,F1-score,0.0
Sex_F,F1-score,0.047619047619047616
Sex_F,F1-score,0.047619047619047616
Sex_F,F1-score,0.0
Sex_F,F1-score,0.04545454545454545
Sex_F,F1-score,0.0909090909090909
Sex_F,F1-score,0.0
