Target,Metrica,Valore
ADHD_Outcome,F1-score,0.8786127167630058
ADHD_Outcome,F1-score,0.8571428571428571
ADHD_Outcome,F1-score,0.8914285714285715
ADHD_Outcome,F1-score,0.8248587570621468
ADHD_Outcome,F1-score,0.8749999999999999
ADHD_Outcome,F1-score,0.8432432432432432
ADHD_Outcome,F1-score,0.8926553672316384
ADHD_Outcome,F1-score,0.8505747126436781
ADHD_Outcome,F1-score,0.8571428571428571
ADHD_Outcome,F1-score,0.7954545454545455
